	0
R_24_25DHVITD3tm	0.00011234250749278035
R_25HVITD3t	0.0065359700615451165
R_COAtl	0.013585136890737468
R_EX_5adtststerone_e	0.00013081887428654016
R_EX_5adtststerones_e	0.0001817066016363701
R_EX_5fthf_e	7.377933194715673e-09
R_EX_5htrp_e	0.0007168055341148348
R_EX_5mthf_e	0.07345034338770536
R_EX_5thf_e	0.0
R_EX_6dhf_e	0.0
R_24_25VITD3Hm	0.00011234250749278035
R_24NPHte	6.72869536477716e-09
R_10FTHF7GLUtl	0.004037513868619009
R_10FTHFtm	-0.04022074220367779
R_11DOCRTSLtr	8.11195921546215e-09
R_13DAMPPOX	0.0003461385356095643
R_24_25DHVITD2t	0.013007707774737186
R_24_25DHVITD2tm	0.013007707774737186
R_24_25DHVITD3t	0.0021744721204899568
R_25VITD2Hm	0.002208552268721323
R_2AMACHYD	5.597185765840555e-07
R_2AMACSULT	0.001759305295786471
R_2AMADPTm	0.00042255871923619704
R_2MCITt	0.002342731851736085
R_2OXOADOXm	0.00982147262817761
R_2OXOADPTm	-0.0015353352753485127
R_34DHPHEt	-0.012585738046643624
R_34DHXMANDACOX	0.125112544742645
R_34HPLFM	0.045300393219177
R_3AIBtm	0.015123824349904051
R_3HAO	4.3455222270298e-05
R_3MOBt2im	0.004571755509981486
R_3MOPt2im	0.0043771924619156076
R_3MOXTYROX	3.021241613643213e-06
R_3SALAOX	4.5990089675960936e-07
R_42A12BOOX	9.926238392278076e-07
R_4HBZCOAFm	0.020733424425560417
R_4HBZFm	0.020733424425560417
R_4HDEBRISOQUINEte	-9.234309483741043e-09
R_4HOXPACDOX_NADP	-0.17166191105624218
R_4MOPt2im	0.006549887977883726
R_4MPTNLte	0.0010315194920718779
R_4NPHSULT	2.5073167715068678e-08
R_4PYRDX	0.0026855380469443103
R_5ADTSTSTERONEGLCtr	-1.2183364683782116e-07
R_5ADTSTSTERONESULT	9.742860774352716e-06
R_5ADTSTSTERONEte	-0.00013081887428653682
R_5FTHFt2_1	-7.377933181063057e-09
R_5HOXINOXDA	0.00011231802411543403
R_5THFtl	0.0016711804141294891
R_5THFtm	2.6961862892417643e-05
R_7DHCHSTEROLtr	-0.11347801543737704
R_7DHFtm	0.0014387797913907937
R_A4GALTc	0.007106445092559252
R_A4GALTg	0.004364059992921477
R_A4GNT2g	0.0
R_AACTtm	0.12372247836126449
R_ABO1g	0.0
R_ABO4g	0.0
R_ABO5g	0.0
R_ABO6g	0.0
R_ABO7g	0.0
R_ABO9g	0.0
R_ABTArm	-0.031631918908087156
R_ABTt	-0.013203995375747919
R_ABUTt2rL	0.03618058894720118
R_ACACT10m	-0.06670565892276248
R_ACACT5p	0.026024217628160835
R_ACACT8p	0.026672213799633006
R_ACACT9p	0.02662284709092016
R_ACALDtr	0.0004661456817859483
R_ACALDtx	-8.484914271189581e-09
R_ACCOALm	0.00305265058971607
R_ACCOAtr	-0.04071830703223184
R_ACETONEt2	-0.039723018521953535
R_ACGAGBSIDEtl	-8.666201728457779e-09
R_ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte	7.633008280993892e-09
R_ACGALtlg	-0.0043637813304076845
R_ACGAMK	0.00861972689450288
R_ACGAMPM	0.1074619155277891
R_ACGAMtly	0.05534482424464087
R_ACGBGBSIDEtl	0.0043637813304076845
R_ACHtn	0.0028873657301032307
R_ACHVESSEC_1	0.0
R_ACN13ACNGALGBSIDEtg	6.860998852387112e-10
R_ACNACNGAL14ACGLCGALGLUSIDEtg	-9.798835881591472e-09
R_ACNACNGALGBSIDEtg	8.52798261175014e-09
R_ACNAMlt	-0.010112924785002607
R_ACNAMtn	0.03432406220289012
R_ACNGALACGLCGAL14ACGLCGALGLUSIDEte	-2.8354009501407873e-08
R_ACNML	-0.002846162373514094
R_ACOAD10m	0.0016897394097505208
R_ACOAD8m	0.006739626574018879
