	0
R_24_25DHVITD3tm	1.8166163829067003e-05
R_25HVITD3t	0.008031829835460816
R_COAtl	0.009689591584294
R_EX_5adtststerone_e	6.649823387223767e-07
R_EX_5adtststerones_e	3.1022710226158073e-07
R_EX_5fthf_e	0.0
R_EX_5htrp_e	0.0010748684796758905
R_EX_5mthf_e	0.06481019038601382
R_EX_5thf_e	1.0722703058789383e-08
R_EX_6dhf_e	0.0
R_24_25VITD3Hm	1.8166163829067003e-05
R_24NPHte	-5.155161283965093e-09
R_10FTHF7GLUtl	0.005581281932138653
R_10FTHFtm	-0.04828602627752465
R_11DOCRTSLtr	5.740624461902932e-09
R_13DAMPPOX	0.00029231088949931903
R_24_25DHVITD2t	0.009171200266862354
R_24_25DHVITD2tm	0.009171200266862354
R_24_25DHVITD3t	0.0026898572579547296
R_25VITD2Hm	0.0012984667973964606
R_2AMACHYD	1.7343696361617542e-05
R_2AMACSULT	0.0019804285667648466
R_2AMADPTm	9.872423079351132e-05
R_2MCITt	0.0025788612417822626
R_2OXOADOXm	0.018463559600853684
R_2OXOADPTm	-0.004435602968617073
R_34DHPHEt	-0.003242087751772502
R_34DHXMANDACOX	0.06862592528874377
R_34HPLFM	0.046955441853702345
R_3AIBtm	0.00260668649831963
R_3HAO	1.1950786849618225e-07
R_3MOBt2im	0.005511397027927254
R_3MOPt2im	0.006063727105141615
R_3MOXTYROX	1.7235933384647506e-08
R_3SALAOX	1.237361174467679e-07
R_42A12BOOX	2.6446890842425604e-08
R_4HBZCOAFm	0.024715025693943637
R_4HBZFm	0.024715025693943637
R_4HDEBRISOQUINEte	-7.796268700066555e-09
R_4HOXPACDOX_NADP	-0.08390983808786634
R_4MOPt2im	0.007655244245397926
R_4MPTNLte	3.9361909782972826e-05
R_4NPHSULT	1.2442735104393941e-08
R_4PYRDX	0.0025440871863987883
R_5ADTSTSTERONEGLCtr	-2.051511045764176e-08
R_5ADTSTSTERONESULT	6.504927866797928e-06
