	0
R_24_25DHVITD3tm	6.393709904404489e-05
R_25HVITD3t	0.006505379621133045
R_COAtl	0.007318177485228491
R_EX_5adtststerone_e	2.6022342045071477e-06
R_EX_5adtststerones_e	5.346579247898397e-06
R_EX_5fthf_e	0.0
R_EX_5htrp_e	0.0009001532509895802
R_EX_5mthf_e	0.08198306981179636
R_EX_5thf_e	6.460057677118679e-09
R_EX_6dhf_e	0.0
R_24_25VITD3Hm	6.393709904404489e-05
R_24NPHte	5.236427277899303e-09
R_10FTHF7GLUtl	0.004474028393302343
R_10FTHFtm	-0.05566082468222059
R_11DOCRTSLtr	8.453923130979923e-09
R_13DAMPPOX	0.0007459812614980703
R_24_25DHVITD2t	0.009628562082617581
R_24_25DHVITD2tm	0.009628562082617581
R_24_25DHVITD3t	0.002091102337560389
R_25VITD2Hm	0.00046497289462643995
R_2AMACHYD	2.80803729658394e-06
R_2AMACSULT	0.0026746555411603107
R_2AMADPTm	0.00026440590045770574
R_2MCITt	0.00224207732410113
R_2OXOADOXm	0.010596501312965814
R_2OXOADPTm	0.00018553227235906886
R_34DHPHEt	-0.016187714199822345
R_34DHXMANDACOX	0.13630318361290203
R_34HPLFM	0.04082338901142292
R_3AIBtm	0.004566806345733621
R_3HAO	4.120568181476532e-05
R_3MOBt2im	0.03172485993911604
R_3MOPt2im	0.03160694643857907
R_3MOXTYROX	2.619488164882755e-08
R_3SALAOX	4.478567367855003e-08
R_42A12BOOX	8.035852466629067e-08
R_4HBZCOAFm	0.020013181423387427
R_4HBZFm	0.020013181423387427
R_4HDEBRISOQUINEte	-9.315196433656858e-09
R_4HOXPACDOX_NADP	-0.1606606053910017
R_4MOPt2im	0.03907730469957439
R_4MPTNLte	3.27266172355789e-05
R_4NPHSULT	2.3524301520461693e-08
R_4PYRDX	0.001987573040730003
R_5ADTSTSTERONEGLCtr	-4.0032154216551596e-08
R_5ADTSTSTERONESULT	1.3237049433490217e-05
R_5ADTSTSTERONEte	-2.6022342045073366e-06
R_5FTHFt2_1	9.507098067129682e-09
R_5HOXINOXDA	2.093180977062299e-05
R_5THFtl	0.0014510354832329207
R_5THFtm	3.0408704397765408e-05
R_7DHCHSTEROLtr	-0.110686632941039
R_7DHFtm	0.0015301797099452276
R_A4GALTc	0.018056723152296707
R_A4GALTg	0.004489519070836791
R_A4GNT2g	0.0
R_AACTtm	0.10783639689100645
R_ABO1g	4.679884983441771e-09
R_ABO4g	2.675955953446818e-07
R_ABO5g	2.675955953446862e-07
R_ABO6g	3.927162844360574e-08
R_ABO7g	3.9271628443606e-08
R_ABO9g	1.8044505447002807e-10
R_ABTArm	-0.007973307344277045
R_ABTt	-0.011118801269866732
R_ABUTt2rL	0.043459893612058285
R_ACACT10m	-0.05296774452319608
R_ACACT5p	0.024956532284817742
R_ACACT8p	0.02451907510307855
R_ACACT9p	0.026336638892272217
R_ACALDtr	1.8291573921996873e-05
R_ACALDtx	-8.397731190989965e-09
R_ACCOALm	0.006754119414059243
R_ACCOAtr	-0.04715908515997184
R_ACETONEt2	-0.05090040350103969
R_ACGAGBSIDEtl	-6.643285116458841e-09
R_ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte	-3.9271628449188967e-08
R_ACGALtlg	-0.004489203643599782
R_ACGAMK	0.00797092107328601
R_ACGAMPM	0.11159450324343073
R_ACGAMtly	0.052948770251785966
R_ACGBGBSIDEtl	0.004489203643599782
R_ACHtn	1.4432218933407848e-06
R_ACHVESSEC_1	6.264890183435908e-08
R_ACN13ACNGALGBSIDEtg	6.160253418485695e-10
R_ACNACNGAL14ACGLCGALGLUSIDEtg	-9.776180337484064e-09
R_ACNACNGALGBSIDEtg	8.656669631124103e-09
R_ACNAMlt	-0.0060164617683436394
R_ACNAMtn	0.023667266502220424
R_ACNGALACGLCGAL14ACGLCGALGLUSIDEte	-4.537396633419455e-08
R_ACNML	-0.008510273994419948
R_ACOAD10m	0.0016006145455507623
R_ACOAD8m	0.007641140604175068
R_ACOAD9m	0.012455170954805514
R_ACOAO7p	0.0062772479565237765
R_ACODA	0.0
R_ACONTm	0.30414787952726763
R_ACP1_FMN	0.02921341982277549
R_ACS2	1.8250835676485578e-05
R_ACSRTNMT	1.4120867453103001e-05
R_ACt2r	-0.033030282522105325
R_ADEt	-0.051337089791687836
R_ADK3	0.0017306974437615967
R_ADK3m	0.09523040303762512
R_ADKd	-0.017701642449856593
R_ADMDC	0.027996946845489423
R_ADNt4	0.0023088946405921996
R_ADNtl	0.016433774155140413
R_ADNtm	0.05199589709582142
R_ADPMAN	4.445043098160426e-09
R_ADPRIBt	0.0
R_ADRNCOAtx	0.013163066975161147
R_ADRNCRNt	0.00878148123837924
R_ADSL2r	0.0016297759652716332
R_AG13T16g	0.0001664285721764395
R_AG13T18g	0.0001664285721764391
R_AG13T2g	0.0004250199349922657
R_AGMTm	6.2707890300197075e-06
R_AGTim	0.0
R_AHANDROSTANGLCte	9.819409606499191e-09
R_AHEXASE2ly	9.984453400205568e-09
R_AIRCr	0.0016297759652716404
R_AKGMALtm	-0.006501893791947322
R_AKGt4_3	-0.37980642547400384
R_AKR1C41	0.0017403789525738545
R_AKR1D	0.00015441417520106526
R_ALAGLYexR	-1.7634765374229612e-05
R_ALASERNaEx	0.10237005835541695
R_ALASm	0.21511562897891853
R_ALATHRNaEx	0.10256133245060849
R_ALCD21_D	0.36904679322180794
R_ALCD22_D	0.30420583397945933
R_ALCD2y	2.361147621418542e-08
R_ALDD20xm	0.0008896196643016069
R_ALDD2xm	0.036554268258578965
R_ALDD2y	0.13851479072956158
R_ALDSTRNte	-9.858619906544241e-09
R_ALDSTRNtm	9.858619906544241e-09
R_ALOX15	0.0
R_ALR2	0.35808218287453814
R_ALR3	0.35808755344748294
R_AMACR2p	0.020771816988222565
R_AMACRp	0.001607256722029372
R_AMETr	0.004320225718898951
R_AMETt2m	4.225415210334926e-05
R_AMPDA	0.25151641807763797
R_AMY2e	9.892484512004387e-09
R_ANDRSTRNGLCte	9.300317245573404e-06
R_ANDRSTRNGLCtr	-9.300317245566903e-06
R_ANDRSTRNtr	-0.007230658749207253
R_ANTIPYRENEte	9.701695710684355e-09
R_APOCFm	0.03587820311674946
R_APOC_LYS_BTNP	0.012602618051931434
R_APRTO2	0.005487238865880505
R_ARAB_Lt	9.16950090856794e-09
R_ARABR	9.169500914451507e-09
R_ARACHDCOAtx	0.0363586610424788
R_ARACHDt2	0.037561385159796234
R_ARACHt	0.05444955205500254
R_ARGDCm	0.0367133385064967
R_ARGLYSex	0.10820962699809009
R_ARGSS	0.0006255255693524048
R_ARGt4	2.8472811354868322e-05
R_ARTCOAL3_cho	1.900265170033135e-05
R_R_group_phosphotase_2	0.004793449662687259
R_R_group_phosphotase_3	0.03689033009943647
R_ASCBOX_1	2.937517576672085e-06
R_ASCBt	0.11901464508041829
R_ASNCYSNaEx	0.08663931124799967
R_ASNGLNNaEx	0.08558950642598166
